"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","95","100","33","270","36","207","7","31","4","Acquisiton","7","31","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","21","177","17","","0","21","right","41","22","57","8.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_right","Experiment_block_rightstart","watermelon.bmp","95","100","33","270","36","165","7","31","4","Acquisiton","7","31","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","22","178","17","","0","22","right","41","22","57","8.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","95","100","33","270","36","165","7","31","4","Acquisiton","7","31","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","22","178","17","","0","22","right","42","22","57","8.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","95","100","33","144","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","23","179","17","","1","22","left","42","22","57","8.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","95","100","33","144","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","23","179","18","","1","22","left","43","22","57","9"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","95","100","33","195","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","24","180","18","","2","22","left","43","22","57","9"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","95","100","33","195","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","24","180","19","","2","22","left","44","22","57","9.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","95","100","33","203","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","25","181","19","","3","22","left","44","22","57","9.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","95","100","33","203","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","25","181","19","","3","22","left","45","22","57","9.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","96","100","33","133","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","26","182","19","","4","22","left","45","22","57","9.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","96","100","33","133","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","26","182","20","","4","22","left","46","22","57","10"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","96","100","33","182","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","27","183","20","","5","22","left","46","22","57","10"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","96","100","33","182","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","27","183","21","","5","22","left","47","22","57","10.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","96","100","33","342","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","28","184","21","","6","22","left","47","22","57","10.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","96","100","33","342","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","28","184","22","","6","22","left","48","22","57","11"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","96","100","33","302","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","29","185","22","","7","22","left","48","22","57","11"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","96","100","33","302","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","29","185","23","","7","22","left","49","22","57","11.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","96","100","33","371","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","30","186","23","","8","22","left","49","22","57","11.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","96","100","33","371","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","30","186","24","","8","22","left","50","22","57","12"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","96","100","33","271","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","31","187","24","","9","22","left","50","22","57","12"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","96","100","33","271","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","31","187","25","","9","22","left","51","22","57","12.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","96","100","33","242","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","32","188","25","","10","22","left","51","22","57","12.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","96","100","33","242","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","32","188","26","","10","22","left","52","22","57","13"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","96","100","33","372","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","33","189","26","","11","22","left","52","22","57","13"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","96","100","33","372","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","33","189","27","","11","22","left","53","22","57","13.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","96","100","33","357","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","34","190","27","","12","22","left","53","22","57","13.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","96","100","33","357","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","34","190","28","","12","22","left","54","22","57","14"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","424","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","35","191","28","","13","22","left","54","22","57","14"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","424","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","35","191","28","","13","22","left","55","22","57","14"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","214","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","36","192","28","","14","22","left","55","22","57","14"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","214","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","36","192","28","","14","22","left","56","22","57","14"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","243","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","37","193","28","","15","22","left","56","22","57","14"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","243","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","37","193","29","","15","22","left","57","22","57","14.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","354","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","38","194","29","","16","22","left","57","22","57","14.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","354","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","38","194","29","","16","22","left","58","22","57","14.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","337","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","39","195","29","","17","22","left","58","22","57","14.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","337","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","39","195","30","","17","22","left","59","22","57","15"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","309","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","40","196","30","","18","22","left","59","22","57","15"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","309","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","40","196","30","","18","22","left","60","22","57","15"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","273","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","41","197","30","","19","22","left","60","22","57","15"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","273","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","41","197","31","","19","22","left","61","22","57","15.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","364","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","42","198","31","","20","22","left","61","22","57","15.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","364","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","42","198","32","","20","22","left","62","22","57","16"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","387","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","43","199","32","","21","22","left","62","22","57","16"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","387","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","43","199","33","","21","22","left","63","22","57","16.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","355","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","44","200","33","","22","22","left","63","22","57","16.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","355","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","44","200","34","","22","22","left","64","22","57","17"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","338","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","45","201","34","","23","22","left","64","22","57","17"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","338","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","45","201","34","","23","22","left","65","22","57","17"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","444","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","46","202","34","","24","22","left","65","22","57","17"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","444","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","46","202","35","","24","22","left","66","22","57","17.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","252","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","47","203","35","","25","22","left","66","22","57","17.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","252","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","47","203","35","","25","22","left","67","22","57","17.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","218","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","48","204","35","","26","22","left","67","22","57","17.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","218","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","48","204","36","","26","22","left","68","22","57","18"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","387","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","49","205","36","","27","22","left","68","22","57","18"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","387","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","49","205","37","","27","22","left","69","22","57","18.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","presentation_left","Experiment_block_rightstart","watermelon.bmp","97","100","33","358","36","165","7","31","4","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","50","206","37","","28","22","left","69","22","57","18.5"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","fixation","Experiment_block_rightstart","+","97","100","33","358","36","165","7","31","5","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","50","206","38","","28","22","left","70","22","57","19"
"6.4.0","Reversal_Task","629","2021-08-30","19:23:49","reset_trial","Experiment_block_rightstart","Press SPACE to continue","97","100","33","358","36","165","7","31","5","Reversal","7","31","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","50","206","38","","0","0","left","70","24","57","19"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","0","33","312","33","698","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","1","7","0","","1","0","right","6","28","1.5","0"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","0","33","312","33","698","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","1","7","0","","1","0","right","0","28","1.5","0"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","50","33","312","36","255","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","2","8","0","","1","1","right","0","28","1.5","0"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","50","33","312","36","255","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","2","8","1","","1","1","right","1","28","1.5","0.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","66","33","312","36","298","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","3","9","1","","1","2","right","1","28","1.5","0.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","66","33","312","36","298","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","3","9","2","","1","2","right","2","28","1.5","1"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","75","33","312","36","316","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","4","10","2","","1","3","right","2","28","1.5","1"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","75","33","312","36","316","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","4","10","3","","1","3","right","3","28","1.5","1.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","80","33","312","36","278","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","5","11","3","","1","4","right","3","28","1.5","1.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","80","33","312","36","278","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","5","11","4","","1","4","right","4","28","1.5","2"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","83","33","312","36","274","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","6","12","4","","1","5","right","4","28","1.5","2"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","83","33","312","36","274","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","6","12","4","","1","5","right","5","28","1.5","2"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","71","33","312","33","251","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","7","13","4","","2","5","right","5","28","1.5","2"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","71","33","312","33","251","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","7","13","4","","2","5","right","0","28","1.5","2"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","75","33","312","36","148","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","8","14","4","","2","6","right","0","28","1.5","2"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","75","33","312","36","148","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","8","14","5","","2","6","right","1","28","1.5","2.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","77","33","312","36","334","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","9","15","5","","2","7","right","1","28","1.5","2.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","77","33","312","36","334","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","9","15","6","","2","7","right","2","28","1.5","3"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","80","33","312","36","318","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","10","16","6","","2","8","right","2","28","1.5","3"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","80","33","312","36","318","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","10","16","7","","2","8","right","3","28","1.5","3.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","81","33","312","36","256","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","11","17","7","","2","9","right","3","28","1.5","3.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","81","33","312","36","256","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","11","17","8","","2","9","right","4","28","1.5","4"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","83","33","312","36","203","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","12","18","8","","2","10","right","4","28","1.5","4"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","83","33","312","36","203","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","12","18","9","","2","10","right","5","28","1.5","4.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","84","33","312","36","273","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","13","19","9","","2","11","right","5","28","1.5","4.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","84","33","312","36","273","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","13","19","9","","2","11","right","6","28","1.5","4.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","78","33","312","33","216","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","14","20","9","","3","11","right","6","28","1.5","4.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","78","33","312","33","216","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","14","20","9","","3","11","right","0","28","1.5","4.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","80","33","312","36","174","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","15","21","9","","3","12","right","0","28","1.5","4.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","80","33","312","36","174","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","15","21","10","","3","12","right","1","28","1.5","5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","81","33","312","36","236","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","16","22","10","","3","13","right","1","28","1.5","5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","81","33","312","36","236","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","16","22","11","","3","13","right","2","28","1.5","5.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","82","33","312","36","262","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","17","23","11","","3","14","right","2","28","1.5","5.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","82","33","312","36","262","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","17","23","12","","3","14","right","3","28","1.5","6"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","83","33","312","36","270","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","18","24","12","","3","15","right","3","28","1.5","6"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","83","33","312","36","270","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","18","24","13","","3","15","right","4","28","1.5","6.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","84","33","312","36","223","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","19","25","13","","3","16","right","4","28","1.5","6.5"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","84","33","312","36","223","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","19","25","14","","3","16","right","5","28","1.5","7"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","85","33","312","36","211","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","20","26","14","","3","17","right","5","28","1.5","7"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","fixation","Experiment_block_rightstart","+","100","85","33","312","36","211","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","20","26","14","","3","17","right","6","28","1.5","7"
"6.5.0","Reversal_Task","576","2021-08-30","20:51:59","presentation_right","Experiment_block_rightstart","sun.bmp","100","80","33","312","33","584","40","18","1","Acquisiton","40","18","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","21","27","14","","4","17","right","6","28","1.5","7"
