"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.choice.percentcorrect","trial.choice.latency","trial.choice.response","picture.correctStim.currentvalue","picture.incorrectStim.currentvalue","block_number","task_phase","index_correctChoice","index_incorrectChoice","correctChoicePosition","rightleftcorrect","correctKey","incorrectKey","percentTrialsCorrectFeedback_correctStim","percentTrialsCorrectFeedback_incorrectStim","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","numbercorrectfeedback_block","totalcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","534","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","17","97","55","12","71","13","26","27.5","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","393","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","18","98","55","12","71","13","26","27.5","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","393","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","18","98","56","13","72","14","26","28","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","417","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","19","99","56","13","72","14","26","28","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","417","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","19","99","57","14","73","15","26","28.5","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","348","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","100","57","14","73","15","26","28.5","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","348","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","100","57","14","74","16","26","28.5","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","450","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","21","101","57","14","74","16","26","28.5","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","450","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","21","101","58","15","75","17","26","29","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","379","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","22","102","58","15","75","17","26","29","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","379","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","22","102","59","16","76","18","26","29.5","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","404","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","23","103","59","16","76","18","26","29.5","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","404","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","23","103","59","16","77","19","26","29.5","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","252","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","24","104","59","16","77","19","26","29.5","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","252","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","24","104","60","17","78","20","26","30","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","253","36","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","105","60","17","78","20","26","30","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","253","36","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","105","60","17","78","0","26","30","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","306","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","26","106","60","17","78","0","26","30","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","306","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","26","106","60","17","79","1","26","30","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","404","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","107","60","17","79","1","26","30","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","404","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","107","61","18","80","2","26","30.5","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","375","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","108","61","18","80","2","26","30.5","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","375","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","108","61","18","81","3","26","30.5","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","374","33","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","109","61","18","81","3","26","30.5","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","374","33","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","109","62","19","82","4","26","31","9.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","365","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","110","62","19","82","4","26","31","9.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","365","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","110","63","20","83","5","26","31.5","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","226","33","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","31","111","63","20","83","5","26","31.5","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","226","33","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","31","111","64","21","83","0","26","32","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","371","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","112","64","21","83","0","26","32","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","371","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","112","65","22","84","1","26","32.5","11"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","383","36","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","33","113","65","22","84","1","26","32.5","11"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","383","36","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","33","113","65","22","84","0","26","32.5","11"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","451","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","114","65","22","84","0","26","32.5","11"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","451","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","114","66","23","85","1","26","33","11.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","393","33","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","115","66","23","85","1","26","33","11.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","393","33","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","115","67","24","86","2","26","33.5","12"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","371","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","116","67","24","86","2","26","33.5","12"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","371","36","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","116","68","25","87","3","26","34","12.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","459","33","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","37","117","68","25","87","3","26","34","12.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","459","33","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","37","117","68","25","88","4","26","34","12.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","429","36","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","38","118","68","25","88","4","26","34","12.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","429","36","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","38","118","69","26","88","0","26","34.5","13"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","449","36","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","39","119","69","26","88","0","26","34.5","13"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","449","36","31","5","3","Reversal","31","5","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","39","119","70","27","88","0","26","35","13.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","keys.bmp","100","345","33","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","40","120","70","27","88","0","26","35","13.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","345","33","31","5","3","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","40","120","70","27","88","0","26","35","13.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","reset_trial","Experiment_block_start","Press SPACE to continue","100","345","33","31","5","4","Reversal","31","5","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","0","120","70","27","88","0","24","35","13.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","494","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","121","70","0","88","0","24","35","0"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","494","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","121","71","1","89","1","24","35.5","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","296","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","2","122","71","1","89","1","24","35.5","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","296","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","2","122","72","2","90","2","24","36","1"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","450","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","3","123","72","2","90","2","24","36","1"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","450","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","3","123","73","3","91","3","24","36.5","1.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","422","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","124","73","3","91","3","24","36.5","1.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","422","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","124","74","4","92","4","24","37","2"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","490","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","125","74","4","92","4","24","37","2"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","490","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","125","75","5","93","5","24","37.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","382","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","6","126","75","5","93","5","24","37.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","382","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","6","126","75","5","94","6","24","37.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","346","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","127","75","5","94","6","24","37.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","346","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","127","76","6","95","7","24","38","3"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","299","36","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","8","128","76","6","95","7","24","38","3"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","299","36","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","8","128","77","7","95","0","24","38.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","422","33","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","9","129","77","7","95","0","24","38.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","422","33","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","9","129","77","7","95","0","24","38.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","460","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","10","130","77","7","95","0","24","38.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","460","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","10","130","77","7","96","1","24","38.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","340","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","11","131","77","7","96","1","24","38.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","340","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","11","131","77","7","97","2","24","38.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","293","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","132","77","7","97","2","24","38.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","293","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","132","78","8","98","3","24","39","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","296","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","133","78","8","98","3","24","39","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","296","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","133","79","9","99","4","24","39.5","4.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","449","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","134","79","9","99","4","24","39.5","4.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","449","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","134","80","10","100","5","24","40","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","377","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","15","135","80","10","100","5","24","40","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","377","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","15","135","81","11","101","6","24","40.5","5.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","416","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","136","81","11","101","6","24","40.5","5.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","416","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","136","82","12","102","7","24","41","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","376","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","17","137","82","12","102","7","24","41","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","376","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","17","137","82","12","103","8","24","41","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","266","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","18","138","82","12","103","8","24","41","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","266","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","18","138","83","13","104","9","24","41.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","378","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","19","139","83","13","104","9","24","41.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","378","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","19","139","84","14","105","10","24","42","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","373","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","140","84","14","105","10","24","42","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","373","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","140","84","14","106","11","24","42","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","418","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","21","141","84","14","106","11","24","42","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","418","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","21","141","85","15","107","12","24","42.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","283","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","22","142","85","15","107","12","24","42.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","283","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","22","142","86","16","108","13","24","43","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","378","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","23","143","86","16","108","13","24","43","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","378","33","37","4","4","Acquisiton","37","4","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","23","143","87","17","109","14","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","car.bmp","100","313","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","24","144","87","17","109","14","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","313","36","37","4","4","Acquisiton","37","4","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","24","144","87","17","110","15","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","434","33","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","145","87","17","110","15","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","434","33","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","145","87","17","110","0","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","318","36","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","146","87","17","110","0","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","318","36","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","146","87","17","110","0","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","320","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","27","147","87","17","110","0","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","320","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","27","147","87","17","111","1","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","263","33","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","28","148","87","17","111","1","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","263","33","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","28","148","87","17","111","0","24","43.5","8.5"
