"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","rt","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","376","36","120","376","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","1","0","6","1","0","left","0","20","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","376","36","120","376","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","1","1","6","1","0","left","1","20","0.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","379","36","120","379","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","2","1","6","2","0","left","1","20","0.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","379","36","120","379","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","2","2","6","2","0","left","2","20","1","1"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","96","36","120","96","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","3","3","2","6","3","0","left","2","20","1","1"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","96","36","120","96","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","3","3","2","6","3","0","left","3","20","1","1"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","119","36","120","119","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","4","2","6","4","0","left","3","20","1","1"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","119","36","120","119","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","4","3","6","4","0","left","4","20","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","101","36","120","101","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","5","3","6","5","0","left","4","20","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","101","36","120","101","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","5","4","6","5","0","left","5","20","2","2"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","44","36","120","44","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","6","4","6","6","0","left","5","20","2","2"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","44","36","120","44","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","6","5","6","6","0","left","6","20","2.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","69","36","120","69","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","7","5","6","7","0","left","6","20","2.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","69","36","120","69","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","7","6","6","7","0","left","7","20","3","3"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","68","36","120","68","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","8","6","6","8","0","left","7","20","3","3"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","68","36","120","68","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","8","7","6","8","0","left","8","20","3.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","174","36","120","174","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","9","9","7","6","9","0","left","8","20","3.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","174","36","120","174","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","9","9","8","6","9","0","left","9","20","4","4"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","1","36","120","1","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","10","8","6","10","0","left","9","20","4","4"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","1","36","120","1","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","10","9","6","10","0","left","10","20","4.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","84","36","120","84","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","11","9","6","11","0","left","10","20","4.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","84","36","120","84","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","11","10","6","11","0","left","11","20","5","5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","44","36","120","44","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","12","10","6","12","0","left","11","20","5","5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","44","36","120","44","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","12","11","6","12","0","left","12","20","5.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","99","36","120","99","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","13","13","11","6","13","0","left","12","20","5.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","99","36","120","99","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","13","13","11","6","13","0","left","13","20","5.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","84","36","120","84","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","14","11","6","14","0","left","13","20","5.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","84","36","120","84","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","14","12","6","14","0","left","14","20","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","180","36","120","180","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","15","15","12","6","15","0","left","14","20","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","180","36","120","180","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","15","15","12","6","15","0","left","15","20","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","39","36","120","39","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","16","16","12","6","16","0","left","15","20","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","39","36","120","39","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","16","16","12","6","16","0","left","16","20","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","104","36","120","104","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","17","17","12","6","17","0","left","16","20","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","104","36","120","104","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","17","17","12","6","17","0","left","17","20","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","70","36","120","70","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","18","12","6","18","0","left","17","20","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","70","36","120","70","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","18","13","6","18","0","left","18","20","6.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","95","36","120","95","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","19","13","6","19","0","left","18","20","6.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","95","36","120","95","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","19","14","6","19","0","left","19","20","7","7"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","lamb.bmp","100","100","33","54","36","120","54","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","20","20","14","6","20","0","left","19","20","7","7"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","100","33","54","36","120","54","25","26","1","Acquisiton","25","26","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","20","20","15","6","20","0","left","20","20","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","95","95","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","21","21","15","6","21","0","right","20","20","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","95","95","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","21","21","15","6","21","0","right","0","20","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","102","102","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","22","22","15","6","22","0","right","0","20","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","102","102","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","22","22","16","6","22","0","right","0","20","8","8"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","114","114","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","23","23","16","6","23","0","right","0","20","8","8"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","114","114","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","23","23","17","6","23","0","right","0","20","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","40","40","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","24","24","17","6","24","0","right","0","20","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","40","40","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","24","24","17","6","24","0","right","0","20","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","49","49","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","25","25","17","6","25","0","right","0","20","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","49","49","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","25","25","17","6","25","0","right","0","20","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","91","91","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","26","26","17","6","26","0","right","0","20","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","91","91","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","26","26","17","6","26","0","right","0","20","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","80","80","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","27","27","17","6","27","0","right","0","20","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","80","80","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","27","27","18","6","27","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","67","67","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","28","28","18","6","28","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","67","67","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","28","28","18","6","28","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","98","98","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","29","29","18","6","29","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","98","98","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","29","29","18","6","29","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","65","65","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","30","30","18","6","30","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","65","65","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","30","30","18","6","30","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","121","121","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","31","31","18","6","31","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","121","121","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","31","31","18","6","31","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","80","80","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","32","32","18","6","32","0","right","0","20","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","80","80","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","32","32","19","6","32","0","right","0","20","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","88","88","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","33","33","19","6","33","0","right","0","20","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","88","88","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","33","33","20","6","33","0","right","0","20","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","39","39","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","34","34","20","6","34","0","right","0","20","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","39","39","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","34","34","20","6","34","0","right","0","20","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","0","33","54","33","72","72","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","35","35","20","6","35","0","right","0","20","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","54","33","72","72","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","35","35","20","6","35","0","right","0","20","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","6","33","54","36","24","24","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","36","36","20","6","35","1","right","0","20","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","6","33","54","36","24","24","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","36","36","21","6","35","1","right","1","20","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","11","33","54","36","138","138","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","37","37","21","6","35","2","right","1","20","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","11","33","54","36","138","138","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","37","37","22","6","35","2","right","2","20","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","lamb.bmp","100","16","33","54","36","81","81","25","26","1","Reversal","25","26","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","38","38","22","6","35","3","right","2","20","11","11"
