"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","rt","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","11","33","156","36","200","200","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","35","135","22","69","34","1","right","1","26","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","20","33","156","36","91","91","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","36","136","22","69","34","2","right","1","26","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","20","33","156","36","91","91","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","36","136","22","69","34","2","right","2","26","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","27","33","156","36","226","226","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","37","137","22","69","34","3","right","2","26","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","27","33","156","36","226","226","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","37","137","23","69","34","3","right","3","26","11.5","11.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","33","33","156","36","116","116","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","38","138","23","69","34","4","right","3","26","11.5","11.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","33","33","156","36","116","116","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","38","138","24","69","34","4","right","4","26","12","12"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","38","33","156","36","225","225","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","139","24","69","34","5","right","4","26","12","12"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","38","33","156","36","225","225","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","139","25","69","34","5","right","5","26","12.5","12.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","42","33","156","36","228","228","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","40","140","25","69","34","6","right","5","26","12.5","12.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","42","33","156","36","228","228","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","40","140","26","69","34","6","right","6","26","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","46","33","156","36","205","205","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","141","26","69","34","7","right","6","26","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","46","33","156","36","205","205","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","141","27","69","34","7","right","7","26","13.5","13.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","50","33","156","36","40","40","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","42","142","27","69","34","8","right","7","26","13.5","13.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","50","33","156","36","40","40","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","42","142","28","69","34","8","right","8","26","14","14"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","52","33","156","36","57","57","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","43","143","28","69","34","9","right","8","26","14","14"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","52","33","156","36","57","57","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","43","143","28","69","34","9","right","9","26","14","14"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","55","33","156","36","1","1","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","44","144","28","69","34","10","right","9","26","14","14"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","55","33","156","36","1","1","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","44","144","29","69","34","10","right","10","26","14.5","14.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","57","33","156","36","43","43","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","145","29","69","34","11","right","10","26","14.5","14.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","57","33","156","36","43","43","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","145","30","69","34","11","right","11","26","15","15"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","60","33","156","36","181","181","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","146","30","69","34","12","right","11","26","15","15"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","60","33","156","36","181","181","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","146","31","69","34","12","right","12","26","15.5","15.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","61","33","156","36","70","70","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","147","31","69","34","13","right","12","26","15.5","15.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","61","33","156","36","70","70","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","147","32","69","34","13","right","13","26","16","16"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","63","33","156","36","120","120","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","148","32","69","34","14","right","13","26","16","16"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","63","33","156","36","120","120","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","148","33","69","34","14","right","14","26","16.5","16.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","65","33","156","36","127","127","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","149","33","69","34","15","right","14","26","16.5","16.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","65","33","156","36","127","127","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","149","34","69","34","15","right","15","26","17","17"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","66","33","156","36","92","92","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","150","34","69","34","16","right","15","26","17","17"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","66","33","156","36","92","92","9","27","4","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","150","35","69","34","16","right","16","26","17.5","17.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","reset_trial","Experiment_block_leftstart","Press SPACE to continue","100","66","33","156","36","92","92","9","27","4","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","150","0","104","0","0","right","16","30","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","0","66","36","38","36","92","38","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","1","151","0","104","0","1","left","16","30","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","0","66","36","38","36","92","38","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","1","151","0","104","0","1","left","0","30","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","0","66","36","207","36","92","207","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","2","152","0","104","0","2","left","0","30","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","0","66","36","207","36","92","207","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","2","152","0","104","0","2","left","0","30","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","0","66","36","136","36","92","136","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","3","153","0","104","0","3","left","0","30","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","0","66","36","136","36","92","136","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","3","153","0","104","0","3","left","0","30","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","25","66","33","6","36","92","6","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","154","0","104","1","3","left","0","30","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","25","66","33","6","36","92","6","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","154","1","104","1","3","left","1","30","0.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","40","66","33","139","36","92","139","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","155","1","104","2","3","left","1","30","0.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","40","66","33","139","36","92","139","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","155","2","104","2","3","left","2","30","1","1"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","50","66","33","183","36","92","183","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","156","2","104","3","3","left","2","30","1","1"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","50","66","33","183","36","92","183","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","156","3","104","3","3","left","3","30","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","57","66","33","115","36","92","115","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","157","3","104","4","3","left","3","30","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","57","66","33","115","36","92","115","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","157","4","104","4","3","left","4","30","2","2"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","62","66","33","386","36","92","386","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","158","4","104","5","3","left","4","30","2","2"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","62","66","33","386","36","92","386","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","158","5","104","5","3","left","5","30","2.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","66","66","33","85","36","92","85","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","9","159","5","104","6","3","left","5","30","2.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","66","66","33","85","36","92","85","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","9","159","5","104","6","3","left","6","30","2.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","70","66","33","381","36","92","381","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","160","5","104","7","3","left","6","30","2.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","70","66","33","381","36","92","381","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","160","6","104","7","3","left","7","30","3","3"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","72","66","33","81","36","92","81","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","161","6","104","8","3","left","7","30","3","3"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","72","66","33","81","36","92","81","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","161","7","104","8","3","left","8","30","3.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","75","66","33","112","36","92","112","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","162","7","104","9","3","left","8","30","3.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","75","66","33","112","36","92","112","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","162","8","104","9","3","left","9","30","4","4"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","76","66","33","30","36","92","30","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","163","8","104","10","3","left","9","30","4","4"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","76","66","33","30","36","92","30","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","163","9","104","10","3","left","10","30","4.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","78","66","33","137","36","92","137","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","164","9","104","11","3","left","10","30","4.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","78","66","33","137","36","92","137","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","164","10","104","11","3","left","11","30","5","5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","80","66","33","102","36","92","102","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","15","165","10","104","12","3","left","11","30","5","5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","80","66","33","102","36","92","102","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","15","165","10","104","12","3","left","12","30","5","5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","81","66","33","117","36","92","117","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","166","10","104","13","3","left","12","30","5","5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","81","66","33","117","36","92","117","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","166","11","104","13","3","left","13","30","5.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","82","66","33","155","36","92","155","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","17","167","11","104","14","3","left","13","30","5.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","82","66","33","155","36","92","155","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","17","167","12","104","14","3","left","14","30","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","83","66","33","265","36","92","265","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","168","12","104","15","3","left","14","30","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","83","66","33","265","36","92","265","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","168","13","104","15","3","left","15","30","6.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","84","66","33","193","36","92","193","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","169","13","104","16","3","left","15","30","6.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","84","66","33","193","36","92","193","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","169","14","104","16","3","left","16","30","7","7"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","85","66","33","60","36","92","60","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","20","170","14","104","17","3","left","16","30","7","7"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","85","66","33","60","36","92","60","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","20","170","15","104","17","3","left","17","30","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","85","66","33","149","36","92","149","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","21","171","15","104","18","3","left","17","30","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","85","66","33","149","36","92","149","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","21","171","16","104","18","3","left","18","30","8","8"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","86","66","33","33","36","92","33","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","22","172","16","104","19","3","left","18","30","8","8"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","86","66","33","33","36","92","33","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","22","172","16","104","19","3","left","19","30","8","8"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","86","66","33","33","36","92","33","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","23","173","16","104","20","3","left","19","30","8","8"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","86","66","33","33","36","92","33","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","23","173","17","104","20","3","left","20","30","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","87","66","33","100","36","92","100","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","24","174","17","104","21","3","left","20","30","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","87","66","33","100","36","92","100","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","24","174","18","104","21","3","left","21","30","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","88","66","33","51","36","92","51","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","25","175","18","104","22","3","left","21","30","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","88","66","33","51","36","92","51","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","25","175","18","104","22","3","left","22","30","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","88","66","33","74","36","92","74","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","26","176","18","104","23","3","left","22","30","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","88","66","33","74","36","92","74","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","26","176","19","104","23","3","left","23","30","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","88","66","33","83","36","92","83","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","27","177","19","104","24","3","left","23","30","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","88","66","33","83","36","92","83","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","27","177","19","104","24","3","left","24","30","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","89","66","33","130","36","92","130","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","28","178","19","104","25","3","left","24","30","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","89","66","33","130","36","92","130","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","28","178","20","104","25","3","left","25","30","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","89","66","33","145","36","92","145","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","29","179","20","104","26","3","left","25","30","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","89","66","33","145","36","92","145","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","29","179","21","104","26","3","left","26","30","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","wheelbarrow.bmp","90","66","33","182","36","92","182","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","30","180","21","104","27","3","left","26","30","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","66","33","182","36","92","182","10","20","4","Acquisiton","10","20","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","30","180","22","104","27","3","left","27","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","64","33","182","33","201","201","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","31","181","22","104","28","3","right","27","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","64","33","182","33","201","201","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","31","181","22","104","28","3","right","0","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","61","33","182","33","203","203","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","32","182","22","104","29","3","right","0","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","61","33","182","33","203","203","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","32","182","22","104","29","3","right","0","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","59","33","182","33","0","0","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","33","183","22","104","30","3","right","0","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","59","33","182","33","0","0","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","33","183","22","104","30","3","right","0","30","11","11"
