"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.choice.percentcorrect","trial.choice.latency","trial.choice.response","picture.correctStim.currentvalue","picture.incorrectStim.currentvalue","block_number","task_phase","index_correctChoice","index_incorrectChoice","correctChoicePosition","correctKey","incorrectKey","percentTrialsCorrectFeedback_correctStim","percentTrialsCorrectFeedback_incorrectStim","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","1518","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","121","0","204","left","0","16","102","0"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","1518","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","121","1","204","left","1","16","102","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","599","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","2","122","1","204","left","1","16","102","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","599","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","2","122","1","204","left","2","16","102","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","628","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","3","123","1","204","left","2","16","102","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","628","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","3","123","1","204","left","3","16","102","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","459","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","124","1","204","left","3","16","102","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","459","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","124","2","204","left","4","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","347","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","5","125","2","204","left","4","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","347","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","5","125","2","204","left","5","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","388","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","6","126","2","204","left","5","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","388","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","6","126","2","204","left","6","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","372","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","127","2","204","left","6","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","372","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","127","2","204","left","7","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","396","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","8","128","2","204","left","7","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","396","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","8","128","2","204","left","8","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","373","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","129","2","204","left","8","16","102","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","373","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","129","3","204","left","9","16","102","1.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","387","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","130","3","204","left","9","16","102","1.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","387","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","130","4","204","left","10","16","102","2"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","426","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","131","4","204","left","10","16","102","2"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","426","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","131","5","204","left","11","16","102","2.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","579","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","132","5","204","left","11","16","102","2.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","579","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","132","6","204","left","12","16","102","3"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","363","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","13","133","6","204","left","12","16","102","3"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","363","33","1","9","4","Acquisiton","1","9","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","13","133","6","204","left","13","16","102","3"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","360","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","134","6","204","left","13","16","102","3"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","360","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","134","7","204","left","14","16","102","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","415","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","135","7","204","left","14","16","102","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","415","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","135","7","204","left","15","16","102","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","dandelion.bmp","100","334","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","136","7","204","left","15","16","102","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","334","36","1","9","4","Acquisiton","1","9","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","136","8","204","left","16","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","340","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","17","137","8","204","left","16","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","340","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","17","137","8","204","left","0","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","336","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","18","138","8","204","left","0","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","336","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","18","138","8","204","left","0","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","434","33","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","19","139","8","204","left","0","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","434","33","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","19","139","8","204","left","0","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","485","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","20","140","8","204","left","0","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","485","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","20","140","8","204","left","0","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","342","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","21","141","8","204","left","0","16","102","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","342","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","21","141","9","204","left","0","16","102","4.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","352","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","22","142","9","204","left","0","16","102","4.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","352","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","22","142","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","345","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","143","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","345","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","143","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","347","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","144","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","347","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","144","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","323","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","145","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","323","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","145","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","315","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","146","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","315","36","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","146","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","621","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","147","10","204","left","0","16","102","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","621","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","147","11","204","left","1","16","102","5.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","436","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","148","11","204","left","1","16","102","5.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","436","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","148","11","204","left","2","16","102","5.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","401","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","149","11","204","left","2","16","102","5.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","401","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","149","12","204","left","3","16","102","6"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","347","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","150","12","204","left","3","16","102","6"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","347","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","150","13","204","left","4","16","102","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","461","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","151","13","204","left","4","16","102","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","461","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","151","14","204","left","5","16","102","7"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","728","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","152","14","204","left","5","16","102","7"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","728","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","152","15","204","left","6","16","102","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","543","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","153","15","204","left","6","16","102","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","543","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","153","16","204","left","7","16","102","8"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","479","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","154","16","204","left","7","16","102","8"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","479","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","154","17","204","left","8","16","102","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","419","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","155","17","204","left","8","16","102","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","419","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","155","18","204","left","9","16","102","9"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","711","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","156","18","204","left","9","16","102","9"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","711","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","156","19","204","left","10","16","102","9.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","642","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","157","19","204","left","10","16","102","9.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","642","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","157","20","204","left","11","16","102","10"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","577","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","38","158","20","204","left","11","16","102","10"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","577","36","9","1","4","Reversal","9","1","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","38","158","21","204","left","12","16","102","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","497","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","39","159","21","204","left","12","16","102","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","497","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","39","159","21","204","left","13","16","102","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","binocular.bmp","100","427","33","9","1","4","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","160","21","204","left","13","16","102","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","427","33","9","1","5","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","160","22","204","left","14","16","102","11"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","reset_trial","Experiment_block_start","Press SPACE to continue","100","427","33","9","1","5","Reversal","9","1","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","0","160","0","234","left","0","17","117","0"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","985","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","161","0","264","left","0","17","132","0"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","985","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","161","1","264","left","1","17","132","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","446","36","18","28","5","Acquisiton","18","28","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","2","162","1","264","left","1","17","132","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","446","36","18","28","5","Acquisiton","18","28","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","2","162","2","264","left","2","17","132","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","402","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","3","163","2","264","left","2","17","132","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","402","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","3","163","2","264","left","3","17","132","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","360","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","4","164","2","264","left","3","17","132","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","360","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","4","164","2","264","left","4","17","132","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","394","36","18","28","5","Acquisiton","18","28","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","165","2","264","left","4","17","132","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","394","36","18","28","5","Acquisiton","18","28","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","165","3","264","left","5","17","132","1.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","408","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","166","3","264","left","5","17","132","1.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","408","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","166","4","264","left","6","17","132","2"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","424","36","18","28","5","Acquisiton","18","28","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","167","4","264","left","6","17","132","2"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","424","36","18","28","5","Acquisiton","18","28","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","167","5","264","left","7","17","132","2.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","350","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","168","5","264","left","7","17","132","2.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","350","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","168","6","264","left","8","17","132","3"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","390","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","169","6","264","left","8","17","132","3"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","390","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","169","7","264","left","9","17","132","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","349","36","18","28","5","Acquisiton","18","28","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","10","170","7","264","left","9","17","132","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","349","36","18","28","5","Acquisiton","18","28","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","10","170","7","264","left","10","17","132","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","368","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","171","7","264","left","10","17","132","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","368","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","171","8","264","left","11","17","132","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","350","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","172","8","264","left","11","17","132","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","350","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","172","9","264","left","12","17","132","4.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","cactus.bmp","100","324","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","173","9","264","left","12","17","132","4.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","324","33","18","28","5","Acquisiton","18","28","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","173","10","264","left","13","17","132","5"
